Notice Date,"NAICS
                                  Code",Company,Location,"WIA
                                  Code","Total
                                  Employees","Effective
                                  Date","Type
                                  Code"
11/4/2011,448110,Filene's Basement-Syms Clothing,"1900 Chapman Avenue, Rockville, MD",7,37,1/9/2012,1
11/14/2011,488190,DynCorp International,"P.O. Box 469, Lexington Park, MD",9,74,12/31/2011,1
11/17/2011,721110,Interstate Hotels & Resorts Comfort Inn BWI,"6921 Baltimore-Annapolis Boulevard, Baltimore, MD",3,52,11/18/2011,2
12/1/2011,325199,"Transnuclear Inc., an Areva Company","7135 Minstrel Way, Suite 300 Columbia, MD",6,1,1/31/2012,2
12/7/2011,315225,Fechheimer,"11 Dorsey Hotel Road, Grantsville, MD",12,59,3/1/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","2532 Baltimore Blvd., Mount Airy, MD",6,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","532 Baltimore Blvd., Ste 202, Westminster, MD",6,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","2101 Laurel Bush Road, Bel Air, MD",10,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","231 N. Main St., Boonsboro, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","1101 Professional Court, Hagerstown, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","940 Frederick Street, Hagerstown, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","1800 Dual Highway, Ste. 100, Hagerstown, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","17601 Virginia Ave., Hagerstown, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","18233 Maugans Ave., Hagerstown, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","13418 Marsh Pike, Hagerstown, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","13511 Label Lane, Hagerstown, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","1262 Vocke Road, LaVale, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","963 National Highway, LaVale, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","305 E. Oak Street, Oakland, MD",12,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","4204 Ebenezer Road, Baltimore, MD",2,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","307 International Circle, Suite 600, Hunt Valley, MD",2,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
12/22/2011,522110,"Susquehanna Bancshares, Inc.","10455 Mill Run Circle, Owings Mills, MD",2,"Total 35 (At this time, number impacted at this location is unknown.)",2/17/2012,2
1/7/2010,332116,"Marada Industries, Inc.",Westminster,6,117,3/9/2010,1
1/18/2010,722310 & 561720,ARAMARK Management Services University of Maryland Medical System,Baltimore City,3,411,4/12/2010,1
1/18/2010,722310 & 561720,ARAMARK Management Services University Specialty Hospital,Baltimore City,3,43,4/12/2010,1
1/20/2010,551114,Prime Retail Management,Baltimore City,3,Not known,3/15/2010,2
2/1/2010 to 2/28/2010,N/A,NO WARNS REPORTED,N/A,N/A,N/A,N/A,N/A
3/1/2010,561612,Wackenhut Services Inc.,Columbia,6,5,4/30/2010,1
3/5/2010,561499,Sears Holdings,Columbia,6,101,3/15/2010,1
3/8/2010,332722,General Dynamics,Westminster,6,80,3/8/2010,2
3/9/2010,522310,Capital One Bank,Laurel,8,179,7/1/2010,2
3/11/2010,811219,Northrop Grumman,Hagerstown,12,174,5/9/2010,2
3/26/2010,334413,BP Solar,Frederick,4,323,6/30/2010,2
4/15/2010,484220,Office Depot,Odenton,1,132,6/18/2010,1
4/21/2010,491110,Pitney Bowes Government Services Inc.,Rockville and Landover,7 & 8,21,4/30/2010,2
4/27/2010,541512,Science Applications International Corporation,Camp Springs,8,82,6/28/2010,2
4/30/2010,488320,Amports,Baltimore,3,116,7/1/2010,1
5/11/2010,522320,Capital One Bank,"6151 Chevy Chase Drive, Laurel, MD",8,134,11/5/2010,2
5/11/2010,522310,Capital One Bank,"7501 Wisconsin Ave., Bethesda, MD",7,68,9/17/2010,2
5/18/2010,332721,General Dynamics Land Systems,"1231 Tech Court, Westminster, MD",6,31,7/16/2010,2
5/25/2010,446199,Hanger Orthopedic Group Inc.,"2 Bethesda Metro Center, Bethesda MD",7,77,8/31/2010,1
6/3/2010,523110,Legg Mason,"11155 Red Run Blvd., Owings Mills, MD",2,141,7/1/2011,2
6/16/2010,722110,ESPN Zone,"601 East Pratt St. Baltimore, MD",3,161,8/15/2010,1
6/28/2010,518210,Northrop Grumman,"18450 Showalter Road, Hagerstown, MD",12,59,8/16/2010,2
7/7/2010,453998,Prime Retail,"217 E. Redwood St., 20th Floor, Baltimore, MD",3,44,9/5/2010,2
7/19/2010,561612,Wackenhut Services Incorporated,"P.O. Box 700, Suitland, MD",8 & 9,82,9/30/2010,2
7/27/2010,522110,JP Morgan Chase,"5202 Presidents Court, Frederick, MD",4,561,9/27/2010,1
7/29/2010,322215,Solo Cup Company,"10100 Reisterstown Road, Owing Mills",2,551,10/3/2010,1
7/30/2010,522110,Bank of America,"11333 McCormick Road, Hunt Valley",2,50,9/20/2010,2
8/4/2010,621399,"Ravenwood Healthcare, Inc.","501 West Franklin Street, Baltimore",3,Not known,8/3/2010,2
8/11/2010,423830,Apex Tool Group,"7200 Standard Drive, Hanover, MD",1,106,10/11/2010,1
8/13/2010,332912,Kongsberg Automotive,"101 Western Maryland Parkway, Hagerstown, MD",12,63,10/31/2010,1
8/31/2010,522110,Aramark @ Oriole    Park at Camden Yards,"555 Russell    Street, Suite B, Baltimore, MD",1,613,10/13/2010,1
8/31/2010,332721,General Dynamics,"1231 Tech Court, Westminster, MD",6,132,10/29/2010,2
9/17/2010,327121,Redland Brick,"15718 Clear Spring Road, Williamsport, MD",12,60,11/22/2010,"2
                 Temporary"
10/4/2010,333613,Kop-Flex/Emerson Power Transmission,"7565 Harmans Road, Hanover, MD",1,110,Start 12/1/10 End 9/2011,1
10/6/2010,511110,Homestead Publishing,"10 N. Hays Street, Bel Air, MD",10,52,12/10/2010,2
10/11/2010,524114,Principal Financial Group,"7125 Thomas Edison Dr., Suite 210, Columbia, MD",6,2,12/10/2010,2
10/15/2010,325414,Baxter Healthcare Corporation,"12140 Indian Creek Court, Beltsville, MD",8,106,12/15/2010,1
NOTE: possible event 10/22/2010,611699,ARAMARK Educational Services LLC,"8000 York Road, Towson, MD",2,84,12/31/2010,1
11/4/2010,33111,Severstal International,"1430 Sparrows Point Boulevard, Sparrows Point, MD",2,1012,12/31/2010,"2
                 NOTE:
                 Currently a temporary
                 lay-off
                 situation"
11/29/2010,531210,ZipRealty,"1122 Kenilworth Drive, Suite 217, Towson MD",2,75,1/31/2011,2
12/2/2010,111219,"LFC Agricultural Services, Inc.","9060 Crisfield Highway, Westover, MD",5,103,2/1/2011,1
12/3/2010,423310,ProBuild,"11850 Pika Drive, Waldorf, MD",9,27,12/7/2010,1
